ma_mon,ten_mon,nhom_mon,stt_thanh_phan,thanh_phan_goc,thanh_phan_chuan_hoa,ten_tham_chieu_tieng_anh,nhom_thanh_phan,trang_thai_tham_chieu,vai_tro_trong_mon,phan_an_duoc,loai_dong,nhom_lua_chon,tinh_vao_tong_mac_dinh,khoi_luong_uoc_tinh_g_moi_suat,kcal_tren_100g,kcal_uoc_tinh_thanh_phan_trong_suat,tong_kcal_uoc_tinh_tu_thanh_phan_da_liet_ke_mac_dinh,ty_le_kcal_trong_tong_thanh_phan_da_liet_ke_phan_tram,co_so_khoi_luong,pham_vi_du_lieu,nguon_kcal,ma_du_lieu_nguon,energy_nutrient_field,ten_ban_ghi_nguon,url_nguon_kcal,url_nguon_mon_goc,do_tin_cay_kcal_100g,do_tin_cay_khoi_luong,ghi_chu,ngay_tra_cuu
HN099,Hủ tiếu bò kho,Món miền Nam,3,sả,Sả tươi,"Lemongrass, raw",gia vị,tươi,gia_vi_tuoi,có,thành phần được liệt kê,,có,8,99,7.9,458.9,1.7,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Lemongrass, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Phần thân ăn được. Lượng gia vị tươi ước/nấu trong một suất; không nhất thiết ăn hết phần xác.,2026-08-02
HN099,Hủ tiếu bò kho,Món miền Nam,4,hồi,Hoa hồi khô,"Star anise, dried",gia vị,khô,gia_vi_kho_manh,có,thành phần được liệt kê,,có,1,337,3.4,458.9,0.7,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Star anise, dried",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Thường chỉ ngâm nấu rồi bỏ; lượng dùng nhỏ. Lượng gia vị khô quy đổi; nhiều loại chỉ chiết hương và không ăn phần xác.,2026-08-02
HN099,Hủ tiếu bò kho,Món miền Nam,5,hủ tiếu/bánh mì,Hủ tiếu chín,"Rice noodles, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,lựa chọn mặc định,HN099-05,có,180,110,198,458.9,43.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Rice noodles, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Sợi hủ tiếu gạo không sốt. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại. Các lựa chọn cùng nhóm không dùng để cộng đồng thời.,2026-08-02
HN099,Hủ tiếu bò kho,Món miền Nam,6,hủ tiếu/bánh mì,Bánh mì trắng,White bread,bánh mì,nướng chín,tinh_bot_chinh_da_chin,có,lựa chọn thay thế,HN099-05,không,180,266,478.8,458.9,0,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),White bread,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Bánh mì trắng thông dụng. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại. Các lựa chọn cùng nhóm không dùng để cộng đồng thời.,2026-08-02
HN100,Hủ tiếu Nam Vang,Món miền Nam,1,hủ tiếu,Hủ tiếu chín,"Rice noodles, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,180,110,198,487.6,40.6,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Rice noodles, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Sợi hủ tiếu gạo không sốt. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại.,2026-08-02
HN100,Hủ tiếu Nam Vang,Món miền Nam,2,thịt lợn,"Thịt lợn chín, nạc mỡ vừa","Pork, cooked, lean and fat",thịt,chín,dam_chinh,có,thành phần được liệt kê,,có,66.7,242,161.4,487.6,33.1,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Pork, cooked, lean and fat",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Giá trị đại diện nhiều phần cắt. Khối lượng thịt lợn thành phẩm trong một suất. Khối lượng đạm được phân bổ lại theo ngân sách 160 g cho món có nhiều thành phần đạm.,2026-08-02
HN100,Hủ tiếu Nam Vang,Món miền Nam,3,tôm,Tôm chín,"Shrimp, cooked",hải sản,"chín, phần ăn được",dam_hai_san_hoac_hon_hop,có,thành phần được liệt kê,,có,70.8,99,70.1,487.6,14.4,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Shrimp, cooked",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,"Không tính vỏ và đầu bỏ đi. Khối lượng phần ăn được, bỏ vỏ/xương; chuỗi có dấu gạch chéo là một lựa chọn/hỗn hợp. Khối lượng đạm được phân bổ lại theo ngân sách 160 g cho món có nhiều thành phần đạm.",2026-08-02
HN100,Hủ tiếu Nam Vang,Món miền Nam,4,trứng cút,Trứng cút nguyên quả,"Quail egg, whole",trứng,chín hoặc sống nguyên quả,dam_phu,có,thành phần được liệt kê,,có,22.5,158,35.6,487.6,7.3,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),USDA SR28 NDB_No 01140,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"EGG,QUAIL,WHOLE,FRESH,RAW",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,"Giá trị nguyên quả phần ăn được. Khoảng ba quả trứng cút, bỏ vỏ. Khớp gần với bản ghi USDA SR28; điểm khớp 100%. Khối lượng đạm được phân bổ lại theo ngân sách 160 g cho món có nhiều thành phần đạm.",2026-08-02
HN100,Hủ tiếu Nam Vang,Món miền Nam,5,giá,Giá đỗ xanh,"Mung bean sprouts, raw",rau mầm,"tươi, sống",rau_chinh_hoac_an_kem,có,thành phần được liệt kê,,có,60,30,18,487.6,3.7,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Mung bean sprouts, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Giá đỗ xanh tươi. Khối lượng rau ăn được trong một suất.,2026-08-02
HN100,Hủ tiếu Nam Vang,Món miền Nam,6,hẹ,Hẹ tươi,"Garlic chives, raw",rau thơm,tươi,rau_thom,có,thành phần được liệt kê,,có,15,30,4.5,487.6,0.9,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Garlic chives, raw",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Lá hẹ ăn được. Một nhúm rau thơm/lá gia vị ăn được trong một suất.,2026-08-02
HN101,Bánh canh cá lóc,Món miền Trung,1,bánh canh,Sợi bánh canh chín,"Thick rice/tapioca noodles, cooked",mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,180,120,216,326.4,66.2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Thick rice/tapioca noodles, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,thap,thap,Tỷ lệ bột gạo và bột năng thay đổi. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại.,2026-08-02
HN101,Bánh canh cá lóc,Món miền Trung,2,cá lóc,Cá lóc chín,"Snakehead fish, cooked",cá,"chín, phần thịt",dam_chinh_thuy_san,có,thành phần được liệt kê,,có,100,97,97,326.4,29.7,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Snakehead fish, cooked",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Không tính xương và dầu thêm. Khối lượng phần thịt ăn được sau khi bỏ xương/da không ăn.,2026-08-02
HN101,Bánh canh cá lóc,Món miền Trung,3,hành,Hành lá,"Spring onion, raw",rau thơm,tươi,rau_thom_tao_nen,có,thành phần được liệt kê,,có,20,32,6.4,326.4,2,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),"Spring onion, raw",https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,"Giả định hành lá, không phải hành củ. Lượng hành trong một suất; nếu chỉ rắc mặt có thể giảm còn 5–10 g theo thứ tự thành phần.",2026-08-02
HN101,Bánh canh cá lóc,Món miền Trung,4,rau răm,Rau răm,Vietnamese coriander,rau thơm,"tươi, sống",rau_thom,có,thành phần được liệt kê,,có,15,30,4.5,326.4,1.4,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Vietnamese coriander,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,trung_binh,thap,Ước tính theo rau thơm tươi. Một nhúm rau thơm/lá gia vị ăn được trong một suất.,2026-08-02
HN101,Bánh canh cá lóc,Món miền Trung,5,tiêu,Hạt tiêu đen xay,"Black pepper, ground",gia vị,"khô, xay",gia_vi_kho_manh,có,thành phần được liệt kê,,có,1,251,2.5,326.4,0.8,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,USDA SR28 / FoodData Central (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,USDA SR28 Energ_Kcal (trên 100 g phần ăn được),"Black pepper, ground",https://catalog.data.gov/dataset/composition-of-foods-raw-processed-prepared-usda-national-nutrient-database-for-standar-28,https://vietnam.travel/things-to-do/vietnam-foodie-guide-region,cao,thap,Lượng dùng mỗi suất rất nhỏ. Lượng gia vị khô quy đổi; nhiều loại chỉ chiết hương và không ăn phần xác.,2026-08-02
HN102,Bún bò Huế,Món miền Trung,1,bún bò,Phần bún trong món bún bò,Cooked rice noodles for bún bò,mì/bún,"chín, ngậm nước",tinh_bot_chinh_da_chin,có,thành phần được liệt kê,,có,180,110,198,666,29.7,ước tính biên tập; không phải công thức định lượng của từng quán,toàn bộ thành phần đặc trưng đã ghi trong CSV gốc; không phải công thức đầy đủ của mọi quán,Viện Dinh dưỡng Việt Nam / FAO (proxy),không gắn mã riêng; đối chiếu theo thực phẩm tương đương,NIN/FAO Energy kcal (trên 100 g phần ăn được),Cooked rice noodles for bún bò,https://viendinhduong.vn/en/cong-cu-va-tien-ich/nutritional-value-of-food; https://www.fao.org/fileadmin/templates/food_composition/documents/pdf/VTN_FCT_2007.pdf,https://www.vietnam.travel/things-to-do/how-eat-local-hue,thap,thap,"Diễn giải là sợi bún, không phải toàn món bún bò. Khối lượng sợi/bánh đã nấu chín cho một suất; nếu tra bảng dạng khô phải quy đổi lại.",2026-08-02
